Bot Name,Bot Nickname,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot176,"Сёма Темный (Bernard)",1,Pending,"OLI Showroom Center","OLI Showroom Center: Objective #5","1","22:00:31","N/A",
Bot182,"Веня Мочалка (Dewitt)",1,Failed,"IDEA North Bus","IDEA North Bus: Objective #1","1","22:01:27","22:02:31",
Bot181,"Тихон Шапито (Elden)",1,Failed,"IDEA Office","IDEA Office: Objective #1","1","22:01:27","22:03:24",
Bot183,"Владик Живчик (Dewey)",1,Pending,"OLI Back Storage","OLI Back Storage: Objective #1","1","22:01:50","N/A",
Bot184,"Тимофей Удмурт (Moshe)",1,Pending,"Generic","Generic: Objective #3","1","22:01:50","N/A",
Bot188,"Андрюха Лыжи (Wally)",1,Pending,"OLI SE Office","OLI SE Office: Objective #1","1","22:02:49","N/A",
Bot187,"Илюха БОБР (Gil)",1,Pending,"OLI Showroom Center","OLI Showroom Center: Objective #1","1","22:02:50","N/A",
Bot189,"Армен Шрек (Hai)",1,Pending,"Mantis","Mantis: Objective #1","1","22:02:59","N/A",
Bot190,"Созон Ситуация (Brady)",1,Pending,"Goshan Food Spawns","Goshan Food Spawns: Objective #1","1","22:03:12","N/A",
Bot191,"Санёк Кабан (Arden)",1,Pending,"OLI Logistics Area","OLI Logistics Area: Objective #2","1","22:03:16","N/A",
Bot194,"Мартын Пекуш (Matthew)",1,Pending,"OLI Loading Dock Stashes","OLI Loading Dock Stashes: Objective #5","1","22:03:35","N/A",
Bot195,"Найк Вроттердам (Todd)",1,Pending,"Railway Stashes","Railway Stashes: Objective #5","1","22:04:52","N/A",
Bot196,"Витёк Патриарх (Stephan)",1,Pending,"TEXHO","TEXHO: Objective #2","1","22:04:52","N/A",
Bot197,"Глеб Гусь (Shayne)",1,Pending,"The National","The National: Objective #2","1","22:05:37","N/A",
