Bot Name,Bot Nickname,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot108,"Герчик Шугаринг (Elwood)",1,Pending,"Dorms 2 Story","Dorms 2 Story: Objective #4","1","19:02:34","N/A",
Bot110,"Петр Коптёр (Rory)",1,Pending,"Dorms 3 Story","Dorms 3 Story: Objective #6","1","19:03:13","N/A",
Bot111,"Самуил Приезжий (Elliott)",1,Failed,"Dorms 3 Story","Dorms 3 Story: Objective #1","1","19:03:14","19:05:21",
Bot113,"Фёдор Шиза (Marty)",1,Pending,"RUAF Checkpoint","RUAF Checkpoint: Objective #1","1","19:05:08","N/A",
Bot115,"Тимурка Ботан (Rene)",1,Pending,"Power Switch","Power Switch: Objective #1","1","19:05:41","N/A",
Bot116,"Изя Потный (Mitchel)",1,Pending,"Trailer Park Cabin","Trailer Park Cabin: Objective #1","1","19:06:07","N/A",
Bot118,"Тима Правильный (Hiram)",1,Pending,"Skeleton","Skeleton: Objective #2","1","19:07:19","N/A",
Bot122,"Саня Сейсмолог (Woodrow)",1,Failed,"RUAF Checkpoint","RUAF Checkpoint: Objective #1","1","19:07:51","19:08:51",
Bot121,"Тимофей Мамкин (Dewitt)",1,Pending,"Big Red","Big Red: Objective #3","1","19:07:52","N/A",
Bot124,"Гоша Пиздюли (Odell)",1,Pending,"South Shack by Big Red","South Shack by Big Red: Objective #1","1","19:08:26","N/A",
Bot126,"Созон Бух (Morris)",1,Pending,"Dorms 3 Story","Dorms 3 Story: Objective #8","1","19:08:52","N/A",
Bot128,"Мэн Окурок (Justin)",1,Pending,"Fortress","Fortress: Objective #9","1","19:10:21","N/A",
Bot129,"Матвей Джентельмен (Malcolm)",1,Pending,"South Shack by Big Red","South Shack by Big Red: Objective #1","1","19:10:42","N/A",
