Bot Name,Bot Nickname,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot8,"Justin Berrian",62,Failed,"Cabins","Cabins: Objective #4","1","21:55:47","21:55:56",
Bot8,"Justin Berrian",62,Failed,"Cabins","Cabins: Objective #7","1","21:56:01","21:56:01",
Bot8,"Justin Berrian",62,Failed,"Cabins","Cabins: Objective #1","1","21:56:07","21:56:12",
Bot8,"Justin Berrian",62,Failed,"Cabins","Cabins: Objective #2","1","21:56:18","21:56:26",
Bot8,"Justin Berrian",62,Failed,"Cabins","Cabins: Objective #5","1","21:56:32","21:56:32",
Bot8,"Justin Berrian",62,Failed,"Sanitar's House","Sanitar's House: Objective #1","1","21:56:37","21:56:57",
Bot8,"Justin Berrian",62,Failed,"Scav Island Sniping","Scav Island Sniping: Objective #1","1","21:57:02","21:57:02",
Bot8,"Justin Berrian",62,Failed,"Scav Island Sniping","Scav Island Sniping: Objective #2","1","21:57:03","21:57:03",
Bot11,"Jeramy Angeles",39,Completed,"Health Care Privacy - Part 1","Zone ter_013_area_3","1","21:54:03","22:04:25",
Bot11,"Jeramy Angeles",39,Completed,"Health Care Privacy - Part 1","Zone ter_013_area_1","1","22:04:30","22:07:45",
Bot11,"Jeramy Angeles",39,Completed,"Health Care Privacy - Part 1","Zone ter_013_area_2","1","22:07:50","22:07:59",
Bot11,"Jeramy Angeles",39,Completed,"Anesthesia","Zone prapor_022_area_2","1","22:08:04","22:10:25",
Bot11,"Jeramy Angeles",39,Failed,"Anesthesia","Zone prapor_022_area_1","1","22:10:30","22:12:49",
Bot10,"Foster Mebane",44,Failed,"Lend-Lease - Part 1","Item Motor Controller #3","1","21:54:03","21:59:23",
Bot55,"Шингис Шниперсон (Филат)",1,Active,"Smuggler's Base Upper","Smuggler's Base Upper: Objective #8","1","22:16:19","N/A",
Bot56,"Моня ВДВ (Nicolas)",1,Failed,"Resort Main 2nd Floor","Resort Main 2nd Floor: Objective #5","1","22:17:36","22:18:30",
Bot57,"Паша Морковник (Grant)",1,Failed,"Lookout","Lookout: Objective #1","1","22:17:36","22:18:25",
Bot61,"Савелий Япончик (Dick)",1,Completed,"Smuggler's Base Upper","Smuggler's Base Upper: Objective #8","1","22:20:04","22:20:25",
Bot63,"Эдуард Перец (Daryl)",1,Active,"Resort Main 2nd Floor","Resort Main 2nd Floor: Objective #2","1","22:20:06","N/A",
Bot64,"Баха Повидлыч (Renato)",1,Completed,"Lookout","Lookout: Objective #1","1","22:20:28","22:20:46",
Bot64,"Баха Повидлыч (Renato)",1,Completed,"Gazebo","Gazebo: Objective #1","1","22:20:51","22:21:52",
Bot64,"Баха Повидлыч (Renato)",1,Completed,"Smuggler's Base VEX Buildings","Smuggler's Base VEX Buildings: Objective #3","1","22:21:57","22:23:15",
Bot64,"Баха Повидлыч (Renato)",1,Active,"Smuggler's Base VEX Buildings","Smuggler's Base VEX Buildings: Objective #4","1","22:23:20","N/A",
Bot68,"Тихон Дудос (Titus)",1,Completed,"Resort Main Basement","Resort Main Basement: Objective #1","1","22:23:16","22:23:59",
Bot68,"Тихон Дудос (Titus)",1,Completed,"Resort West Wing Basement","Resort West Wing Basement: Objective #1","1","22:24:04","22:24:43",
Bot68,"Тихон Дудос (Titus)",1,Completed,"Resort West Wing 2nd Floor","Resort West Wing 2nd Floor: Objective #6","1","22:24:48","22:24:48",
Bot68,"Тихон Дудос (Titus)",1,Pending,"Resort West Wing 2nd Floor","Resort West Wing 2nd Floor: Objective #7","1","22:24:53","N/A",
Bot68,"Тихон Дудос (Titus)",1,Pending,"Resort West Wing 2nd Floor","Resort West Wing 2nd Floor: Objective #3","1","22:25:15","N/A",
Bot68,"Тихон Дудос (Titus)",1,Active,"Resort West Wing 2nd Floor","Resort West Wing 2nd Floor: Objective #4","1","22:25:35","N/A",
Bot71,"Стёпа Тридемакс (Frank)",1,Active,"Bus Terminal","Bus Terminal: Objective #1","1","22:24:24","N/A",
Bot73,"Илья Обман (Zach)",1,Active,"Resort West Wing 2nd Floor","Resort West Wing 2nd Floor: Objective #5","1","22:26:31","N/A",
